id	prompt	entry_point	canonical_solution	test_code
Natural2Code/165	"Please complete the following python function, with only one solution and no explanation and no example usage:

def trapezoid_area(base1: float, base2: float, height: float) -> float:
    """"""Calculates the area of a trapezoid.
    For example:
    trapezoid_area(4.0, 6.0, 5.0) == 25.0
    """"""
"	trapezoid_area	"    return 0.5 * (base1 + base2) * height
"	"assert trapezoid_area(4.0, 6.0, 5.0) == 25.0
assert trapezoid_area(5.0, 9.0, 7.0) == 49.0
assert trapezoid_area(3.0, 7.0, 4.0) == 20.0
assert trapezoid_area(8.0, 12.0, 6.0) == 60.0
assert trapezoid_area(2.0, 5.0, 3.0) == 10.5"
Natural2Code/166	"Please complete the following python function, with only one solution and no explanation and no example usage:
def is_positive_dominant(n: list[int]) -> bool:
    """"""Given an array of integers n, return True if the array is positive dominant or False otherwise.
    A positive dominant array is one that contains more positive integers than negative integers.  If the
    number of positive and negative integers is the same, return False.
    For example:
    is_positive_dominant([1, -1, 2, -2, 3, -3, 4]) == True
    is_positive_dominant([1, -1, 2, -2, 3, -3, 4, -4]) == False
    is_positive_dominant([10, 20, 30, 40]) == True
    """"""
"	is_positive_dominant	"    pos = 0
    neg = 0
    for num in n:
      if num > 0:
        pos += 1
      else:
        neg += 1
    
    return pos > neg
"	"assert is_positive_dominant([1, -1, 2, -2, 3, -3, 4]) == True
assert is_positive_dominant([1, -1, 2, -2, 3, -3, 4, -4]) == False
assert is_positive_dominant([10, 20, 30, 40]) == True
assert is_positive_dominant([-1, -2, -3, -4]) == False
assert is_positive_dominant([5, -1, 4, -2, 3]) == True"
Natural2Code/167	"Please complete the following python function, with only one solution and no explanation and no example usage:
import random
def is_prime_fermat(n, k=5):
    """"""
    Check whether a number 'n' is prime using Fermat's Little Theorem.

    :param n: Integer to check for primality.
    :param k: Number of tests (default is 5).
    :return: True if 'n' is probably prime, False otherwise.
    """"""
"	is_prime_fermat	"    if n <= 1:
        return False
    if n <= 3:
        return True
    
    for _ in range(k):
        a = random.randint(2, n - 2)
        if pow(a, n - 1, n) != 1:
            return False
    return True

"	"assert is_prime_fermat(13)
assert is_prime_fermat(17)
assert is_prime_fermat(19)
assert is_prime_fermat(23)
assert is_prime_fermat(29)"
Natural2Code/168	"Please complete the following python function, with only one solution and no explanation and no example usage:
def number_of_distinct_substrings(s: str) -> int:
    """"""
    Given a string s, return the number of distinct substrings that
    can be made from s containing at least one character.
    Return 0, if length of s is 0.
    For example:
    number_of_distinct_substrings(""a"") == 1
    number_of_distinct_substrings(""abc"") == 6
    """"""
"	number_of_distinct_substrings	"    all_substrings = []
    for i in range(0,len(s)):
        curr_str = """"
        for j in range(i,len(s)):
            curr_str = curr_str + str(s[j])
            if curr_str not in all_substrings:
                all_substrings.append(curr_str)
                
    return len(all_substrings)
"	"assert number_of_distinct_substrings(""a"") == 1
assert number_of_distinct_substrings("""") == 0
assert number_of_distinct_substrings(""aa"") == 2
assert number_of_distinct_substrings(""abcd"") == 10"
Natural2Code/169	"Please complete the following python function, with only one solution and no explanation and no example usage:
def merge(intervals: list[list[int]]) -> list[list[int]] :
    """"""
    Merge overlapping intervals in a list of intervals.

    Example:
    given the input intervals [[1,3],[2,6],[8,10],[15,18]], the function should return [[1,6],[8,10],[15,18]].

    Args:
        intervals (List[List[int]]): The input list of intervals.

    Returns:
        List[List[int]]: Merged intervals.
    """"""
"	merge	"    if not intervals:
        return []

    intervals.sort(key=lambda x: x[0])
    merged_intervals = [intervals[0]]

    for interval in intervals[1:]:
        if interval[0] <= merged_intervals[-1][1]:
            merged_intervals[-1][1] = max(merged_intervals[-1][1], interval[1])
        else:
            merged_intervals.append(interval)

    return merged_intervals

"	"assert merge([[1,3],[2,6],[8,10],[15,18]]) == [[1,6],[8,10],[15,18]]
assert merge([[1,4],[4,5]]) == [[1,5]]
assert merge([[2,3],[4,5],[6,7],[8,9],[1,10]]) == [[1,10]]
assert merge([[1,4],[0,0]]) == [[0,0],[1,4]]
assert merge([[1,4],[0,2],[3,5]]) == [[0,5]]"
Natural2Code/170	"Please complete the following python function, with only one solution and no explanation and no example usage:
def nth_odd(n: int) -> int:
    """"""Given a positive int n, return the nth odd positive number.
    For example:
    nth_odd(1) == 1
    nth_odd(3) == 5
    nth_odd(5) == 9
    """"""
"	nth_odd	"    return 1 + ((n - 1) * 2)
"	"assert nth_odd(1) == 1
assert nth_odd(3) == 5
assert nth_odd(5) == 9
assert nth_odd(13) == 25
assert nth_odd(20) == 39"
Natural2Code/171	"Please complete the following python function, with only one solution and no explanation and no example usage:
def max_freq(s: str) -> int:
    """"""Given a string s of lowercase latin letters, return the maximum character frequency.
    For example:
    max_freq(""ababa"") == 3
    max_freq(""bfs"") == 1
    max_freq(""desserts"") = 3
    """"""
"	max_freq	"    mx = 0
    freq = [0 for i in range(26)]
    for c in s:
        freq[ord(c)-ord('a')] += 1
        mx = max(mx, freq[ord(c)-ord('a')])

    return mx
"	"assert max_freq(""madrid"") == 2
assert max_freq(""zoo"") == 2
assert max_freq(""dolphin"") == 1
assert max_freq(""kkk"") == 3
assert max_freq(""afizz"") == 2"
Natural2Code/172	"Please complete the following python function, with only one solution and no explanation and no example usage:
def max_subsequence_string(l: list) -> str:
    """"""Given a list l consisting of strings containing lowercase English letters, create a new string s using the characters from the list of strings l. Each character in the list l can only be used as many times as it appears in the list. Return the largest lexicographical string that can be obtained in such a way.
    For example:
    max_subsequence_string(['ab', 'db']) == 'dbba'
    max_subsequence_string(['ca', 'bc']) == 'ccba'
    """"""
"	max_subsequence_string	"    s = ''
    for t in l:
        s += t
    s = ''.join(sorted(s, reverse = True))
    return s
"	"assert max_subsequence_string(['aa', 'a']) == 'aaa'
assert max_subsequence_string(['cb', 'bcb']) == 'ccbbb'
assert max_subsequence_string(['qwe', 'rty']) == 'ywtrqe'
assert max_subsequence_string(['abc', 'bcd', 'cde']) == 'eddcccbba'
assert max_subsequence_string(['cdz', 'zcd', 'dzc']) == 'zzzdddccc'"
Natural2Code/173	"Please complete the following python function, with only one solution and no explanation and no example usage:
def reverse_odd(s: str) -> str:
    """"""Given a non-empty string of words separated by a space, return the string with the words that are of odd length, in reverse order.
    The words with even length will not be changed.  The order of the words in the array will not be changed.
    For example:
    reverse_odd(""one two three four five"") == ""eno owt eerht four five""
    reverse_odd(""hello world"") == ""olleh dlrow""
    reverse_odd(""miami hurricanes"") == ""imaim hurricanes""
    """"""
"	reverse_odd	"    ret = []
    words = s.split()
    for word in words:
      if len(word) % 2 == 0:
        ret.append(word)
      else:
        temp = """"
        for i in range(len(word) - 1, -1, -1):
          temp += word[i]
        ret.append(temp)

    return ' '.join(ret)
"	"assert reverse_odd(""one two three four five"") == ""eno owt eerht four five""
assert reverse_odd(""hello world"") == ""olleh dlrow""
assert reverse_odd(""miami hurricanes"") == ""imaim hurricanes""
assert reverse_odd(""new york city skyline"") == ""wen york city enilyks""
assert reverse_odd(""we are all going to watch the game"") == ""we era lla gniog to hctaw eht game"""
Natural2Code/174	"Please complete the following python function, with only one solution and no explanation and no example usage:
def solve_n_queens(n: int) -> list[list[str]]:
    """"""Solves the N-Queens puzzle and returns all solutions.

    For Example:
    solve_n_queens(4) == [['.Q..', '...Q', 'Q...', '..Q.'], ['..Q.', 'Q...', '...Q', '.Q..']]
    """"""
"	solve_n_queens	"    def is_valid(board, row, col):
        # Check if there is a queen in the same column
        for i in range(row):
            if board[i][col] == 'Q':
                return False

        # Check the upper-left diagonal
        for i, j in zip(range(row, -1, -1), range(col, -1, -1)):
            if board[i][j] == 'Q':
                return False

        # Check the upper-right diagonal
        for i, j in zip(range(row, -1, -1), range(col, n)):
            if board[i][j] == 'Q':
                return False

        return True

    def backtrack(row):
        if row == n:
            solutions.append(["""".join(row) for row in board])
            return
        for col in range(n):
            if is_valid(board, row, col):
                board[row][col] = 'Q'
                backtrack(row + 1)
                board[row][col] = '.'

    board = [['.' for _ in range(n)] for _ in range(n)]
    solutions = []
    backtrack(0)
    return solutions
"	"assert solve_n_queens(1) == [['Q']]
assert solve_n_queens(2) == []
assert solve_n_queens(3) == []
assert solve_n_queens(4) == [['.Q..', '...Q', 'Q...', '..Q.'], ['..Q.', 'Q...', '...Q', '.Q..']]"
Natural2Code/175	"Please complete the following python function, with only one solution and no explanation and no example usage:
from typing import List
def get_divisors(n: int) -> List[int]:
    """"""Given a positive integer n, return a sorted list of divisors for that given number.
    """"""
"	get_divisors	"    divisors = []

    for i in range(1, n + 1):
        if n % i == 0:
            divisors.append(i)
    return divisors
"	"# check large prime
assert get_divisors(97) == [1, 97]"
Natural2Code/176	"Please complete the following python function, with only one solution and no explanation and no example usage:
def sum_of_squares(l: list) -> int:
    """"""Given a list of positive integers l, return the sum of those integers which are square numbers. 
    Return 0 if there are no square numbers.
    For example:
    sum_of_squares([1, 2, 3, 4, 5]) == 5
    sum_of_squares([1, 4, 9, 16]) == 30
    """"""
"	sum_of_squares	"    import math

    sum = 0
    for x in l:
        root = math.sqrt(x)
        if root * root == x:
            sum += x
    return sum
"	"assert sum_of_squares([]) == 0
assert sum_of_squares([4]) == 4
assert sum_of_squares([4, 9, 2, 24]) == 13
assert sum_of_squares([9, 3, 16, 1]) == 26
assert sum_of_squares([9, 16, 16, 25]) == 66"
Natural2Code/177	"Please complete the following python function, with only one solution and no explanation and no example usage:
def find_min_max_and_max_min(lst):  
    """"""
    Given a nonempty list of positive integers.
    Return a pair of the minimum index of the maximum number and the maximum index of the minimum number.
    For example:
    find_min([4, 3, 1, 3, 1]) == (0, 4)
    """"""
"	find_min_max_and_max_min	"    
    mn = 1000000000
    mx = -1
    mx_idx = 0
    mn_idx = 0
    for i in range(len(lst)):
        if lst[i] > mx:
            mx_idx = i
            mx = lst[i]
        if lst[i] <= mn:
            mn = lst[i]
            mn_idx = i

    return (mx_idx, mn_idx)
"	"assert find_min_max_and_max_min([4, 6, 8, 1, 3, 4, 1]) == (2, 6)
assert find_min_max_and_max_min([1, 2, 3, 4]) == (3, 0)
assert find_min_max_and_max_min([4]) == (0, 0)
assert find_min_max_and_max_min([4, 5, 3, 1, 2]) == (1, 3)
assert find_min_max_and_max_min([3, 3, 3, 3, 3]) == (0, 4)"
Natural2Code/178	"Please complete the following python function, with only one solution and no explanation and no example usage:
def collatz_steps_to_one(n: int) -> int:
    """"""
    Calculate the number of steps it takes for a positive integer to reach 1 in the Collatz sequence.

    :param n: Positive integer.
    :return: Number of steps to reach 1 in the Collatz sequence.
    """"""
"	collatz_steps_to_one	"    steps = 0
    while n != 1:
        if n % 2 == 0:
            n //= 2
        else:
            n = 3 * n + 1
        steps += 1
    return steps

"	"assert collatz_steps_to_one(6) == 8
assert collatz_steps_to_one(13) == 9
assert collatz_steps_to_one(10) == 6
assert collatz_steps_to_one(27) == 111
assert collatz_steps_to_one(16) == 4"
Natural2Code/179	"Please complete the following python function, with only one solution and no explanation and no example usage:
def Perfect_Square(x: int) -> bool:
    """"""Given an integer x, return True if x is a perfect square and False otherwise.

    For example:
    Perfect_Sqare(64) == True
    """"""
"	Perfect_Square	"    if x < 1:
      return False
    return int(x**0.5) * int(x**0.5) == x
"	"assert Perfect_Square(1) == True
assert Perfect_Square(-5) == False
assert Perfect_Square(181) == False
assert Perfect_Square(361) == True
assert Perfect_Square(4567890625) == False"
Natural2Code/180	"Please complete the following python function, with only one solution and no explanation and no example usage:
def longestNegative(arr: list[int]) -> int:
    """"""
    Given a List arr of integer numbers, return the length
    of the longest subarray containing only negative numbers.
    For example:
    longestNegative([-1, 0, 1, 1, -1, -1]) == 2
    """"""
"	longestNegative	"    answer = 0
    count = 0
    for i in range(len(arr)):
      if arr[i] < 0:
        count += 1
      else:
        count = 0
      if count > answer:
        answer = count
    return answer
"	"assert longestNegative([-1, 0, 1, 1, -1, -1]) == 2
assert longestNegative([1, 2, 3, -1, -2]) == 2
assert longestNegative([-1, -2, -3]) == 3
assert longestNegative([1, 2, 3]) == 0
assert longestNegative([]) == 0"
Natural2Code/181	"Please complete the following python function, with only one solution and no explanation and no example usage:
def calculate_future_value(principal: float, rate: float, time: float) -> float:
    """"""Calculates the future value of an investment.
    For example:
    calculate_future_value(1000, 0.05, 2) == 1102.5
    """"""
"	calculate_future_value	"    future_value = principal * (1 + rate)**time
    return future_value
"	"assert calculate_future_value(1000, 0.05, 2) == 1102.5
assert calculate_future_value(2000, 0.1, 5) == 3221.020000000001
assert calculate_future_value(5000, 0.03, 10) == 6719.581896720611
assert calculate_future_value(1500, 0.07, 3) == 1837.5645000000002
assert calculate_future_value(3000, 0.02, 8) == 3514.9781430067974"
Natural2Code/182	"Please complete the following python function, with only one solution and no explanation and no example usage:
def list_multiples(i: int, j: int) -> list[int]:
    """"""Given an integer i greater than 1 and an integer j greater than 1, return an array of integers of the initial j multiples of i.
    For example:
    list_multiples(5, 3) == [5, 10, 15]
    list_multiples(7, 4) == [7, 14, 21, 28]
    list_multiples(10, 5) == [10, 20, 30, 40, 50]
    """"""
"	list_multiples	"    ret = []
    for index in range(1, j + 1):
      ret.append(i * index)

    return ret
"	"assert list_multiples(5, 3) == [5, 10, 15]
assert list_multiples(7, 4) == [7, 14, 21, 28]
assert list_multiples(10, 5) == [10, 20, 30, 40, 50]
assert list_multiples(2, 10) == [2, 4, 6, 8, 10, 12, 14, 16, 18, 20]
assert list_multiples(8, 6) == [8, 16, 24, 32, 40, 48]"
Natural2Code/183	"Please complete the following python function, with only one solution and no explanation and no example usage:
import math

def integrate_logarithm(a: float, b: float) -> float:
    """"""
    Calculate the integral of the natural logarithm function f(x) = ln(x) over the interval [a, b].

    :param a: The lower limit of integration.
    :param b: The upper limit of integration.
    
    :return: The integral value, which is (b * ln(b) - a * ln(a) - (b - a)).
    For example:
    math.isclose(integrate_logarithm(1, math.e), 1.0, rel_tol=1e-9)
    """"""
"	integrate_logarithm	"    return b * math.log(b) - a * math.log(a) - (b - a)
"	"assert integrate_logarithm(1, math.e) == 1.0
assert integrate_logarithm(2.71828, 2.71828) == 0.0
assert math.isclose(integrate_logarithm(1, math.e), 1.0, rel_tol=1e-9)
assert math.isclose(integrate_logarithm(1, 1), 0.0, rel_tol=1e-9)"
Natural2Code/184	"Please complete the following python function, with only one solution and no explanation and no example usage:
def wavelength_from_speed_and_frequency(speed: float, frequency: float) -> float:
    """"""
    Calculate the wavelength of a wave using its speed and frequency.

    :param speed: Speed of the wave (in meters per second, m/s).
    :param frequency: Frequency of the wave (in Hz).
    :return: Wavelength of the wave (in meters).
    """"""
"	wavelength_from_speed_and_frequency	"    wavelength = speed / frequency
    return wavelength
"	"assert round(wavelength_from_speed_and_frequency(10.0, 5.0), 2) == 2.0
assert round(wavelength_from_speed_and_frequency(20.0, 2.0), 2) == 10.0
assert round(wavelength_from_speed_and_frequency(15.0, 3.0), 2) == 5.0
assert round(wavelength_from_speed_and_frequency(50.0, 10.0), 2) == 5.0
assert round(wavelength_from_speed_and_frequency(5.0, 1.0), 2) == 5.0"
Natural2Code/185	"Please complete the following python function, with only one solution and no explanation and no example usage:
from typing import List, Optional

def second_max_min_dif(nums: List[int]) -> Optional[int]:
    """"""Given a list of integers, return the absolute difference between the second maximum value and the second minimum value in it.
    If there are fewer than two different values, return -1.
    For example:
    second_max_min_dif([1, 5, 7, 3]) == 2
    """"""
"	second_max_min_dif	"    uniqe = sorted(set(nums))
    if len(uniqe) < 2:
      return None
    return abs(uniqe[1] - uniqe[-2])
"	"assert second_max_min_dif([1, 2, 7]) == 0
assert second_max_min_dif([10, 10]) == None
assert second_max_min_dif([1, 5, 7, 3, 3]) == 2
assert second_max_min_dif([1, 10, 100, 1000, -4]) == 99
assert second_max_min_dif([7, 2, 9, 2, 3]) == 4"
Natural2Code/186	"Please complete the following python function, with only one solution and no explanation and no example usage:
 

def calculate_intersection_point(slope1: float, intercept1: float, slope2: float, intercept2: float) -> tuple[float, float]:
    """"""
    Calculate the intersection point of two lines given their slopes and y-intercepts.

    For Example:
    calculate_intersection_point(2, -1, -0.5, 3) == (1.5, 2.0)
    """"""
"	calculate_intersection_point	"    if slope1 == slope2:
        raise ValueError(""Lines are parallel and do not intersect"")
    x_intersect = (intercept2 - intercept1) / (slope1 - slope2)
    y_intersect = slope1 * x_intersect + intercept1
    return x_intersect, y_intersect
"	"assert calculate_intersection_point(1, 2, 0, 4) == (2.0, 4.0)
assert calculate_intersection_point(1, 0, 2, 2) == (-2.0, -2.0)
assert calculate_intersection_point(1, 2, 3, 4) == (-1, 1)"
Natural2Code/187	"Please complete the following python function, with only one solution and no explanation and no example usage:
from typing import List

def calculate_mex_of_positive_integers(sequence: List[int]) -> int:
    """"""
    Calculate the MEX (minimal excluded) of a sequence of positive integers.

    :param sequence: A list of positive integers.
    :return: The MEX of the sequence.

    For example:
    calculate_mex_of_positive_integers([1, 2, 3]) == 4
    """"""
"	calculate_mex_of_positive_integers	"
    mex = 1
    while mex in sequence:
        mex += 1
    return mex
"	"assert calculate_mex_of_positive_integers([1, 2, 3]) == 4
assert calculate_mex_of_positive_integers([2, 3, 5]) == 1
assert calculate_mex_of_positive_integers([1, 3, 4, 5]) == 2
assert calculate_mex_of_positive_integers([1, 2, 4, 5]) == 3
assert calculate_mex_of_positive_integers([]) == 1"
Natural2Code/188	"Please complete the following python function, with only one solution and no explanation and no example usage:
def is_good(n: int) -> bool:
    """"""
    Given a positive integer 'n'. A number is considered ""good"" if all its digits are primes. Otherwise, the number
    is considered ""not good"".
    Return True if the number is ""good"". Otherwise, return False.

    The value of 'n' is between '1' and '1000000'

    For example:
        is_good(1) == False
        is_good(2) == True
        is_good(7) == True
        is_good(5) == True
        is_good(3) == True
        is_good(2348) == False
        is_good(7523) == True
    """"""
"	is_good	"    while n > 0:
        current_digit = n % 10
        if current_digit != 2 and current_digit != 3 and current_digit != 5 and current_digit != 7:
            return False
        n = n // 10

    return True
"	"assert is_good(773532) == True
assert is_good(353231) == False
assert is_good(7435292) == False
assert is_good(123456) == False
assert is_good(5372) == True
assert is_good(2753553) == True
assert is_good(53988) == False
assert is_good(99814) == False
assert is_good(965332) == False"
Natural2Code/189	"Please complete the following python function, with only one solution and no explanation and no example usage:
import numpy as np
def solve_polynomial_equation(coefficients: list) -> np.ndarray:
    """"""Solves a polynomial equation of the form a_n * x^n + a_(n-1) * x^(n-1) + ... + a_1 * x + a_0 = 0.

    For Example:
    solve_polynomial_equation([1, -3, 2]) == array([2., 1.])
    """"""
"	solve_polynomial_equation	"    return np.roots(coefficients)
"	"assert np.allclose(solve_polynomial_equation([1]), np.array([]))
assert np.allclose(solve_polynomial_equation([1]), np.array([0.]))
assert np.allclose(solve_polynomial_equation([1, -3, 2]), np.array([2., 1.]))
assert np.allclose(solve_polynomial_equation([1, -2, 1]), np.array([1., 1.]))
assert np.allclose(solve_polynomial_equation([1, 0, -1]), np.array([-1., 1.]))"
Natural2Code/190	"Please complete the following python function, with only one solution and no explanation and no example usage:
def torque(force: float, lever_arm: float) -> float:
    """"""
    Calculate the torque (rotational force) acting on a rotating object given force and lever arm.

    :param force: Force applied (in newtons).
    :param lever_arm: Lever arm (perpendicular distance from the axis of rotation) (in meters).
    :return: Torque (in newton meters or Nm).
    """"""
"	torque	"    return force * lever_arm



"	"assert round(torque(10.0, 2.0), 2) == 20.0
assert round(torque(5.0, 3.0), 2) == 15.0
assert round(torque(8.0, 1.5), 2) == 12.0
assert round(torque(15.0, 0.5), 2) == 7.5
assert round(torque(12.0, 2.5), 2) == 30.0"
Natural2Code/191	"Please complete the following python function, with only one solution and no explanation and no example usage:
from typing import List
def sum_of_ascending_pairs(nums: List[int]) -> int:
    """"""
    Given an integer array, calculate the sum of the values of ascending adjacent pairs.
    For example:
    sum_of_ascending_pairs([1, 5, 4, 2, 1, 11, 3]) == 18 
    sum_of_ascending_pairs([-4, 20]) == 16

    """"""
"	sum_of_ascending_pairs	"    sum = 0
    for i in range(1, len(nums)):
        if nums[i] > nums[i - 1]:
          sum += nums[i] + nums[i - 1]
    return sum
"	"assert sum_of_ascending_pairs([1, 5, 4, 2, 1, 11, 3]) == 18
assert sum_of_ascending_pairs([-4, 20]) == 16
assert sum_of_ascending_pairs([1, 2, 3, 4, 5]) == 24
assert sum_of_ascending_pairs([5, 4, 3, 2, 1]) == 0
assert sum_of_ascending_pairs([1, 1, 1, 1, 1]) == 0"
Natural2Code/192	"Please complete the following python function, with only one solution and no explanation and no example usage:
def atbash_cipher_encode(text):
    """"""
    Given a text, encode this text using atbash cipher
    For example:
    atbash_cipher_encode(""Hello, world!"") == ""Svool, dliow!""
    atbash_cipher_encode(""Python programming"") == ""Kbgslm kiltiznnrmt""
    """"""
"	atbash_cipher_encode	"    encoded_text = """"

    for char in text:
        if 'a' <= char <= 'z':
            encoded_char = chr(ord('z') - (ord(char) - ord('a')))
        elif 'A' <= char <= 'Z':
            encoded_char = chr(ord('Z') - (ord(char) - ord('A')))
        else:
            encoded_char = char

        encoded_text += encoded_char

    return encoded_text
"	"assert atbash_cipher_encode(""Hello, world!"") == ""Svool, dliow!""
assert atbash_cipher_encode(""Python programming"") == ""Kbgslm kiltiznnrmt""
assert atbash_cipher_encode(""abcdefghijklmnopqrstuvwxyz"") == ""zyxwvutsrqponmlkjihgfedcba""
assert atbash_cipher_encode(""ABCDEFGHIJKLMNOPQRSTUVWXYZ"") == ""ZYXWVUTSRQPONMLKJIHGFEDCBA""
assert atbash_cipher_encode(""1234567890!@#$%^&()-_=+"") == ""1234567890!@#$%^&()-_=+"""
Natural2Code/193	"Please complete the following python function, with only one solution and no explanation and no example usage:
def gray_to_binary(gray_code):
    """"""
    Convert a Gray code to its equivalent binary representation.

    :param gray_code: A string representing the Gray code.
    :return: A string representing the binary number.

    For example:
    gray_to_binary(""1001101"") == ""1110110""
    """"""
"	gray_to_binary	"    binary = gray_code[0]
    for i in range(1, len(gray_code)):
        binary += str(int(gray_code[i]) ^ int(binary[i - 1]))
    return binary
"	"assert gray_to_binary(""1001101"") == ""1110110""
assert gray_to_binary(""001"") == ""001""
assert gray_to_binary(""1001101"") == ""1110110""
assert gray_to_binary(""0"") == ""0"""
Natural2Code/194	"Please complete the following python function, with only one solution and no explanation and no example usage:
from typing import List

def string_permutations(input_str: str) -> List[str]:
    """"""
    Given a string input_str.  
    Return a sorted list of strings containing all the permutations of the given string.
    For example:
    string_permutations('a') == ['a']
    string_permutations('ab') == ['ab', 'ba']
    string_permutations('abc') == ['abc', 'acb', 'bac', 'bca', 'cab', 'cba']
    """"""
"	string_permutations	"
    def swap(string, i, j):
        char_list = list(string)
        char_list[j], char_list[i] = char_list[i], char_list[j]
        return """".join(char_list)

    def permute(string, start, end, result):
        if start == end:
            result.append(string)
        else:
            for i in range(start, end):
                string = swap(string, start, i)
                permute(string, start + 1, end, result)
                string = swap(string, start, i)

    result = []
    permute(input_str, 0, len(input_str), result)

    return sorted(result)
"	"assert string_permutations('A') == ['A']
assert string_permutations('a') == ['a']
assert string_permutations('BA') == ['AB', 'BA']
assert string_permutations('BCA') == ['ABC', 'ACB', 'BAC', 'BCA', 'CAB', 'CBA']
assert string_permutations('dbca') == ['abcd', 'abdc', 'acbd', 'acdb', 'adbc', 
                                       'adcb', 'bacd', 'badc', 'bcad', 'bcda', 
                                       'bdac', 'bdca', 'cabd', 'cadb', 'cbad', 
                                       'cbda', 'cdab', 'cdba', 'dabc', 'dacb', 
                                       'dbac', 'dbca', 'dcab', 'dcba']"
Natural2Code/195	"Please complete the following python function, with only one solution and no explanation and no example usage:
def check_power(n: int, m: int) -> bool:
    """"""
    Given two integers n and m, return true if n is a power of m.
    Return false otherwise.
    For example:
    check_power(2,2) == True
    check_power(2,3) == False
    """"""
"	check_power	"    while n>1:
        if n%m==0:
            n /= m
        else:
            return False
            
    return True
"	"assert check_power(1,5) == True
assert check_power(2,5) == False
assert check_power(3,9) == False
assert check_power(25,5) == True"
Natural2Code/196	"Please complete the following python function, with only one solution and no explanation and no example usage:
def solve_quadratic_equation(a: int, b: int, c: int):
  """"""Given the positive number a, b, c. find the solution of the equation.
  For example:
  solve_quadratic_equation(4, 6, 1) == (1.75, -3.25)
  solve_quadratic_equation(2, 2, 2) == 'No real values of x satisfies your equation.'
  solve_quadratic_equation(1, 0, 0) == (0.0, 0.0)
  """"""
"	solve_quadratic_equation	"  D = b ** 2 - a * 4 * c

  if D < 0:
    return ""No real values of x satisfies your equation.""
  else:
    x1 = (-b + D) / (2 * a)
    x2 = (-b - D) / (2 * a)
    return (x1, x2)
"	"assert solve_quadratic_equation(4, 6, 1) == (1.75, -3.25)
assert solve_quadratic_equation(2, 2, 2) == 'No real values of x satisfies your equation.'
assert solve_quadratic_equation(1, 0, 0) == (0.0, 0.0)
assert solve_quadratic_equation(1, -2, 1) == (1, 1)
assert solve_quadratic_equation(1, -10, 25) == (5, 5)
assert solve_quadratic_equation(1, 1, -6) == (12, -13)"
Natural2Code/197	"Please complete the following python function, with only one solution and no explanation and no example usage:
def index_caps(s: str) -> list[int]:
    """"""Given a string s, return an array of the indices of all the capital letters.  
    For example:
    index_caps(""Miami Dolphins"") == [0, 6]
    index_caps(""Hello World! How are you?"") == [0, 6, 13]
    index_caps(""CNN Headline News"") == [0, 1, 2, 4, 13]
    """"""
"	index_caps	"    ret = []
    for i in range(len(s)):
      if s[i].isupper():
        ret.append(i)

    return ret
"	"assert index_caps(""Miami Dolphins"") == [0, 6]
assert index_caps(""Hello World! How are you?"") == [0, 6, 13]
assert index_caps(""CNN Headline News"") == [0, 1, 2, 4, 13]
assert index_caps(""I like Pepsi"") == [0, 7]
assert index_caps(""Did you see The Batman?"") == [0, 12, 16]"
Natural2Code/198	"Please complete the following python function, with only one solution and no explanation and no example usage:
def max_sliding_window(nums: list[int], k : int) ->  list[int]:
    """"""
    Find the maximum value in a sliding window of size K in an array.

    Example:
        nums=[1,3,-1,-3,5,3,6,7] and k = 3, the function should return [3,3,5,5,6,7].

    Args:
        nums (list[int]): The input array of integers.
        k (int): The window size

    Returns:
        list[int]: List of maximum values in the sliding window.
    """"""
"	max_sliding_window	"    from collections import deque
    if not nums:
        return []
    max_values=[]
    window=deque()
    for i, num in enumerate(nums):
        while window and nums [window[-1]]< num:
            window.pop()

        window.append(i)
        if window[0] <= i-k:
            window.popleft()
        if i>=k-1: max_values.append(nums[window[0]])
    return max_values
"	"assert max_sliding_window([1,3,-1,-3,5,3,6,7], 3) == [3,3,5,5,6,7]
assert max_sliding_window([5,3,8,2], 3) == [8,8]
assert max_sliding_window([], 3) == []
assert max_sliding_window([1,-1], 1) == [1,-1]
assert max_sliding_window([-1,1], 1) == [-1,1]"
Natural2Code/199	"Please complete the following python function, with only one solution and no explanation and no example usage:
from typing import List
def sum_of_ones(nums: List[int]) -> int:
    """"""
    Given an array of non-negative integers, return the sum of the the ones in their binary representation.
    For example:
    sum_of_ones([5, 1, 13]) == 6
    """"""
"	sum_of_ones	"    sum = 0
    for num in nums:
        binary_str = bin(num)[2:]
        sum += binary_str.count('1')
    return sum

"	"assert sum_of_ones([5, 1, 13]) == 6
assert sum_of_ones([0]) == 0
assert sum_of_ones([127]) == 7
assert sum_of_ones([8, 54, 9]) == 7
assert sum_of_ones([9, 12, 15, 128]) == 9"
